Name,URL,Description,Logo,Users,Active Users
cryptodon.lol,https://cryptodon.lol,"A mastodon server for the crypto community, with easy to follow rules and community-focused moderation and maintenance.

Donate - 0x6Bc8A978bac589737d1fF903eeA8Eb53E03dAFD4",https://cryptodon.lol/system/site_uploads/files/000/000/001/@1x/499765690af9f5c5.png,2839,175.0
cr8r.gg,https://cr8r.gg,A community for all types of creators (and those who consume the creations) ,https://cdn.cr8r.gg/site_uploads/files/000/000/005/@1x/36819520197e34d0.png,2835,218.0
pixelfed.tokyo,https://pixelfed.tokyo,"Pixelfed.Tokyoは東京にサーバーを置くPixefedサーバーです。自由でオープンなイメージシェアの場を広く提供する目的で維持・管理されています。
Pixelfed.Tokyo is a Pixelfed server located in Tokyo, Japan. It is maintained with the aim of providing a free and open forum for image sharing.",https://pixelfed.tokyo/storage,2814,
opalstack.social,https://opalstack.social,"For professionals and brands. Focus on your market, not administration.",https://opalstack-social.us-southeast-1.linodeobjects.com/opalstack-social/site_uploads/files/000/000/010/@1x/373c53eaba801002.png,2807,189.0
best-friends.chat,https://best-friends.chat,友人と、くだらない話をしよう。Best Friends はあなたにとって最も居心地がいい場所でありたいと願って作られた Mastodon サーバーです。,https://best-friends.media/site_uploads/files/000/000/001/original/friends_thumbnail2.png,2806,611.0
aethy.com,https://aethy.com,A community that strives on self-expression and creativity which has zero tolerance for hate! (18+ Only),https://aethy.com/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,2805,578.0
hispagatos.space,https://hispagatos.space,Hispagatos - Anarcho hacker collective a(A)a - A Hacker culture and a Anarchist hacker friendly mastodon instance.,https://hispagatos.space/system/site_uploads/files/000/000/001/@1x/bfbb21212bada80c.png,2791,93.0
freeradical.zone,https://freeradical.zone,Infosec and privacy and technology and leftward politics and cats and dogs and...,https://nfts.freeradical.zone/site_uploads/files/000/000/002/@1x/1da4dadb089875e9.png,2769,315.0
oc.todon.fr,https://oc.todon.fr,oc.todon.fr is a mostly French-speaking Mastodon instance with an active moderation. oc.todon.fr est une instance Mastodon principalement francophone et avec une modération active.,https://oc.todon.fr/packs/media/images/preview-5df98290371ead9a70bc3cd4733bbfa7.jpg,2765,170.0
discuss.systems,https://discuss.systems,"Discussion of computer systems research & practice -- OSes, distributed systems, networks, databases, architecture, etc -- for researchers, academics, & professionals.",https://fd.discuss.systems/site_uploads/files/000/000/001/@1x/427bd1b732486354.png,2725,403.0
tooting.ch,https://tooting.ch,"Instance Mastodon suisse pour les personnes de suisses et hébergée par l'association FairSocialNet | 
Swiss Mastodon instance for people of Switzerland hosted by the FairSocialNet association.",https://tooting.ch/system/site_uploads/files/000/000/012/@1x/f7c8cfb7ed2ba3de.png,2721,435.0
mastodon-japan.net,https://mastodon-japan.net,"こちらはMastodon Japan Server、日本居住および日本語話者向けの汎用サーバーです。
ただし日本国外居住者及び非日本語話者を除外するものではありません。ルール（利用規約）をご確認の上で平和に遊ぼう。",https://d8kcunw48sf0v.cloudfront.net/site_uploads/files/000/000/001/@1x/1f630a736c267323.png,2708,1082.0
toad.social,https://toad.social,"Mastodon server operated by David Troy, a tech pioneer and investigative journalist addressing threats to democracy. Thoughtful participation and discussion welcome.
",https://files.toad.social/site_uploads/files/000/000/003/@1x/401defea524b5b26.png,2694,493.0
expressional.social,https://expressional.social,"Mastodon server hosted in Copenhagen, Denmark. 

While all languages are welcome, most members are from within Europe. Strong focus on safety, transparency and security.",https://media.expressional.social/site_uploads/files/000/000/001/@1x/a74d752ba03e85a4.png,2691,327.0
mastodon.arch-linux.cz,https://mastodon.arch-linux.cz,"Mastodon Arch Linux  je váš domov ve světě Fediverse! Komunikujte s přáteli a objevujte nové, to vše na platformě vlastněné komunitou a nadšenci open source a Arch Linuxu.
",https://cdn.masto.host/mastodonarchlinuxcz/site_uploads/files/000/000/049/@1x/7b998edf28f07cd6.png,2663,184.0
bildung.social,https://bildung.social,Bildung unter den Bedingungen der digitalen Transformation.,https://storage.gra.cloud.ovh.net/v1/AUTH_91eb37814936490c95da7b85993cc2ff/bildungsocial/site_uploads/files/000/000/007/@1x/5d4ad0596107dff7.png,2659,943.0
mastodon.se,https://mastodon.se,"For membership you must write a short motivation to prove you're not a robot. If you're outside of Sweden, or don't speak Swedish, please explain why you should have an account on this instance. Please read the server rules.",https://media.mastodon.se/site_uploads/files/000/000/001/original/mastodon.se_v0.1.png,2649,262.0
androiddev.social,https://androiddev.social,"Public sign ups limited. Please include reason for joining
Mastodon server for Android Community
https://androiddev.blog/#/portal/ if you want to help with a donation.
",https://cdn.masto.host/androiddevsocial/site_uploads/files/000/000/005/@1x/eeabc62b475fb43c.png,2636,702.0
pix.toot.wales,https://pix.toot.wales,"Pixelfed is an image sharing platform, an ethical alternative to centralized platforms.",https://pix.toot.wales/storage/headers/default.jpg,2635,
berlin.social,https://berlin.social,"Alles rund um, über, aus & für Berlin",https://berlin.social/system/site_uploads/files/000/000/002/@1x/6044014e705c7bb6.png,2632,754.0
ika.queloud.net,https://ika.queloud.net,Splatoonを一緒に遊ぶ友達を探すSNS,https://ika.queloud.net/ikatodon-media/site_uploads/files/000/000/001/original/94f0b4e8f526f501_%282%29.png,2613,264.0
disabled.social,https://disabled.social,"A place for people who are chronically ill, mentally ill, disabled, and friends/families/allies to come together, meet, share knowledge and random banter, and just about anything else.",https://disabled.social/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,2595,359.0
ursal.zone,https://ursal.zone,"A URSAL.zone é uma instância moderada com foco em militantes progressistas, feministas e antifascistas da América Latina.",https://cdn.masto.host/ursalzone/site_uploads/files/000/000/001/@1x/37098ca40a1a0bf3.png,2575,504.0
acg.mn,https://acg.mn,ACG.MN 成立于 2017 年，是第一批中文 Mastodon 网站。,https://s3.acg.mn/site_uploads/files/000/000/003/@1x/6b8854ad70753495.png,2564,58.0
mastodon.in.th,https://mastodon.in.th,,https://mastodon.in.th/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,2564,142.0
mastodon.radio,https://mastodon.radio,"Mastodon.Radio is a space for the Amateur (Ham) Radio community, anyone interested in Shortwave Listening (SWL), etc.
Come join us and talk radio, technology, and more!",https://mastodon.radio/system/site_uploads/files/000/000/001/@1x/5b8ae92197eff063.png,2539,803.0
digitalcourage.social,https://digitalcourage.social,"Diese Instanz wird betrieben von Digitalcourage e.V. Damit wir das nachhaltig tun können, erheben wir einen Kostenbeitrag von 1€/Monat per SEPA-Lastschrifteinzug.",https://digitalcourage.social/system/site_uploads/files/000/000/001/@1x/707b5cc95bc38df2.png,2530,810.0
gameliberty.club,https://gameliberty.club,Mainly gaming/nerd instance for people who value free speech. Everyone is welcome.,https://media.gameliberty.club/media/site_uploads/files/000/000/001/original/kfqetljzln7z_-_kopie_%282%29.png,2529,91.0
mstdn.fr,https://mstdn.fr,,https://mstdn.fr/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,2515,109.0
mastodon.london,https://mastodon.london,"Hi, this is the fediverse instance for Londoners and for everyone associated with London",https://london.s3proxy.de/site_uploads/files/000/000/001/@1x/pexels-chait-goli-1796715_%281%29.png,2507,
peoplemaking.games,https://peoplemaking.games,"We're a community of folks who celebrate the craft of creating interactive experiences, whether they're working in games or around them! This is a space for games folks and creatives to call home!",https://s3.wasabisys.com/pmg-media/site_uploads/files/000/000/007/@1x/8c92e4c11918ccec.png,2506,447.0
mastodon.partipirate.org,https://mastodon.partipirate.org,Instance officielle du Parti Pirate Français. CW : Contenus éminemment politiques. / French Pirate Party official server. CW : Firstly Political Contents.,https://mastodon.partipirate.org/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,2504,73.0
musician.social,https://musician.social,"MUSICIAN.SOCIAL is an instance focused on Musicians who create, play, or love #jazz, #rock, #pop, #indie, #classical and all other types of #music",https://fedihost-musician-social.nyc3.cdn.digitaloceanspaces.com/site_uploads/files/000/000/001/@1x/7cd98c0f42c1cd8c.png,2502,234.0
freiburg.social,https://freiburg.social,Ein Mastodon-Server für Freiburg und Umland betrieben durch den Verein freiburg.social e.V.: https://wir.freiburg.social,https://freiburg.social/system/site_uploads/files/000/000/005/@1x/9efe9d7d3bc14570.png,2452,533.0
toot.cat,https://toot.cat,"On the internet, everyone knows you're a cat — and that's totally okay.",https://pool.jortage.com/tootcat/site_uploads/files/000/000/002/@1x/03dfc256248fbfa5.png,2431,363.0
libretooth.gr,https://libretooth.gr,a mastodon instance run by LibreOps,https://libretooth.gr/system/site_uploads/files/000/000/001/@1x/0524cc8616a5c2b6.png,2413,255.0
mastodon.me.uk,https://mastodon.me.uk,"Open, user-supported, corporation-free social media for the UK.",https://mastodon.me.uk/system/site_uploads/files/000/000/003/@1x/934f09fcab19cf41.png,2408,629.0
ffxiv-mastodon.com,https://ffxiv-mastodon.com,"FF14プレイヤーのためのMastodonサーバーです<br />
(C) SQUARE ENIX CO., LTD. All Rights Reserved.",https://media.ffxiv-mastodon.com/site_uploads/files/000/000/001/@1x/b4f3e391f0968fd7.png,2363,238.0
equestria.social,https://equestria.social,The instance for fans of little ponies. 🦄 L'instance pour les fans de petits poneys.,https://equestria.social/system/site_uploads/files/000/000/003/@1x/a5245456c482047b.png,2359,422.0
hello.2heng.xin,https://hello.2heng.xin,每个人都有属于自己的一片森林，也许我们从来不曾走过，但它一直在那里，总会在那里。迷失的人迷失了，相逢的人会再相逢。愿这里，成为属于你的小森林。<br><br>,https://s3.mashiro.top/mstdn/site_uploads/files/000/000/006/original/forest.png,2357,106.0
mastodon.la,https://mastodon.la,"Mastodon.la es una instancia generalista y ligeramente moderada. Bienvenidos todos los temas con buena onda, respeto y sin desnudos innecesarios :). Castellano/Español y otros lenguages bienvenidos.
/
Mastodon.la is a generalist instance lightly moderated. All opinions are welcome. Be cool, respectful and leave your clothes on if possible :) 
Spanish preferred but all languages are welcome.",https://mastodon.la/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,2351,214.0
elekk.xyz,https://elekk.xyz,,https://elekk.xyz/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,2336,104.0
kfem.cat,https://kfem.cat,"La xarxa social del futur. Sense publicitats, feta per joves, pels joves. Servidors de proximitat.",https://kfem.cat/system/site_uploads/files/000/000/007/@1x/bb68875d3dfc340a.png,2333,118.0
varishangout.net,https://varishangout.net,,https://varishangout.net/instance/thumbnail.jpeg,2333,
snabelen.no,https://snabelen.no,Ein norsk heimstad for den desentraliserte mikroblogge-plattformen.,https://snabelen.no/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,2330,531.0
astrodon.social,https://astrodon.social,"A Mastodon community server for anyone interested in astronomy, astrophysics, astrophotography, and adjacent sciences.",https://cdn.masto.host/astrodonsocial/site_uploads/files/000/000/001/@1x/andromeda_2022-09-18.png,2313,545.0
hci.social,https://hci.social,"A social platform for Human-computer Interaction researchers and practitioners.
Hosted by Princeton HCI. Managed by a group of volunteers.",https://storage.googleapis.com/hci-social-storage/site_uploads/files/000/000/004/@1x/d44acee6cbf0b028.png,2307,594.0
liberdon.com,https://liberdon.com,"Liberdon is an instance for libertarians, ancaps, anarchists, voluntaryists, agorists, etc to sound off without fear of reprisal. It was created in the wake of the Great Twitter Cullings of 2018.",https://cdn.masto.host/liberdon/site_uploads/files/000/000/001/@1x/d1a35afd78953a98.png,2299,171.0
eletusk.club,https://eletusk.club,"ファンタシースターオンライン２ ニュージェネシス（PSO2 NGS）を中心としたファンタシースター関連の話題を楽しむMastodonサーバーです。
名前は「えれたすく」と読みます。ゆるーくロビーチャットのようなノリで雑談してます。
※ゲーム会社様とは関係の無い、ファンサイト的なコミュニティです。
トップ画像は、湯呑様（@yunomi@eletusk.club）から頂きました。",https://eletusk.club/system/site_uploads/files/000/000/001/@1x/2b88df233945a19a.png,2297,67.0
mastodon.cipherbliss.com,https://mastodon.cipherbliss.com,"la meilleure instance mastodon du fédiverse, rien que ça. Arts et choses diverses en Français et anglais.",https://mastodon.cipherbliss.com/system/site_uploads/files/000/000/001/@1x/preview.png,2275,39.0
dizl.de,https://dizl.de,"dizl.de ist eine kleine Mastodon Instanz.
Wir bieten einen kleinen Gemeinschaftsraum - Be excellent to each other.
Die Hauptsprache dieser Instanz ist deutsch.",https://media-new.dizl.de/mastodon-media.dizl.de/site_uploads/files/000/000/003/@1x/86d478c991e6944a.png,2272,251.0
layer8.space,https://layer8.space,"Welcome to the 8th Layer of Madness
Most topics are related to Linux, Anime, Music, Software and maaaany more

PS: BSD is also welcome 😜",https://files.layer8.space/site_uploads/files/000/000/004/@1x/b0c27adec0c55b3f.png,2268,332.0
federated.press,https://federated.press,"A Mastodon server for all who pursue the journalistic ethic. Please click ""Learn more"" and read our rules and Code of Ethics before applying.",https://files.federated.press/site_uploads/files/000/000/004/@1x/c6ad3cf3f1e086d0.png,2257,233.0
libranet.de,https://libranet.de,"Nice people with good intentions are welcome. :) The server is located in Helsinki and is running on Friendica's develop code. An enhanced selection of add-ons and connectors is available. 
You can communicate seamlessly with people from Friendica, Mastodon, Pleroma, Diaspora, Hubzilla, GnuSocial, Twitter and follow RSS/Atom feeds. 
Do you also want to use a small cloud storage? There is a Nextcloud and an XMPP server that you can easily use with your Friendica login.",https://libranet.de/images/friendica-banner.jpg,2252,
data-folks.masto.host,https://data-folks.masto.host,"A server for people interested in data professions, tooling and ecosystem.",https://cdn.masto.host/datafolksmastohost/site_uploads/files/000/000/001/@1x/407a6d955ed116a6.png,2243,194.0
mstdn.id,https://mstdn.id,Server Mastodon di Nusantara,https://s3.ap-southeast-1.wasabisys.com/mstdn-id/site_uploads/files/000/000/003/@1x/685a5d9671679c08.png,2236,108.0
freeframe.masto.host,https://freeframe.masto.host,Tudatos Független Civil Közösségi Háló,https://cdn.masto.host/freeframemastohost/site_uploads/files/000/000/018/@1x/8402f91d8d150959.png,2213,
oslo.town,https://oslo.town,"An online home for the people of Oslo, Norway 🇳🇴 but a gateway to the world.",https://cdn.masto.host/oslotown/site_uploads/files/000/000/005/@1x/081abc92552b3bfe.png,2203,302.0
iztasocial.site,https://iztasocial.site,"Instancia para uso académico de SUAyED Psicología. Universidad Nacional Autónoma de México<br>
Red social disciplinar para la discusión de psicología.<br>
Dudas manuel.meza@iztacala.unam.mx<br>",https://cdn.masto.host/iztasocialsite/site_uploads/files/000/000/001/@1x/1229c2bf6d9650ca.png,2187,168.0
uri.life,https://uri.life,"우리.인생(uri.life)은 다툼과 차별, 혐오에 지친 나와 여러분, 우리를 위한 안식처입니다.",https://uri.life/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,2154,172.0
mastodon.oeru.org,https://mastodon.oeru.org,This instance is run by the OER Foundation. It is a home for open educators & learners involved in the OERu. Accounts of learners not involved in OERu courses may be removed.,https://mastodon.oeru.org/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,2142,21.0
anarchism.space,https://anarchism.space,,https://anarchism.space/system/site_uploads/files/000/000/001/original/Anarchist_flag_with_A_symbol_2.svg.png,2127,62.0
mstdn.maud.io,https://mstdn.maud.io,The place to express your ❤️ more freely. / あなたの「すき」をもっと自由に書き表すための場所。,https://s3-mstdn.maud.io/site_uploads/files/000/000/003/@1x/7569247eafa0660d.png,2120,350.0
freespeechextremist.com,https://freespeechextremist.com,,/instance/thumbnail.jpeg,2114,
lgbt.io,https://lgbt.io,We are a Mastodon instance for LGBT+ and allies!,https://lgbt.io/system/site_uploads/files/000/000/002/@1x/lgbtio-instancethumbnail.png,2109,57.0
tea.codes,https://tea.codes,"茶码：
结庐在人境，而无车马喧",https://media.time2.cc/mastodon/site_uploads/files/000/000/002/original/1%281%29.jpg,2098,
cloud-native.social,https://cloud-native.social,A platform for technical people interested in the cloud native community. A safe place to post about cloud native technologies and anything else tech related. Hosted by www.civo.com,https://objectstore.lon1.civo.com/mastodon/site_uploads/files/000/000/004/@1x/856d2a06f4b88f90.png,2081,118.0
mstdn.kemono-friends.info,https://mstdn.kemono-friends.info,,https://i4n.kemono-friends.info/site_uploads/files/000/000/001/@1x/71c98b577c4aff52.png,2051,151.0
pixel.tchncs.de,https://pixel.tchncs.de,"Pixelfed is an image sharing platform, an ethical alternative to centralized platforms.",https://pixel.tchncs.de/storage/headers/QOUQJHs7Xobk0hpPHa86s2psu5XuGsPgiiL7SySi.jpg,2035,
mastodon.cat,https://mastodon.cat,La teva xarxa social en català,https://media.mastodon.cat/site_uploads/files/000/000/001/@1x/3f4e92b58d3aea3c.png,2031,171.0
mastodon.com.br,https://mastodon.com.br,"O mastodon.com.br é uma instância voltada para falantes de português brasileiro. Com a intenção de ser um espaço acolhedor e menos tóxico, tentamos ser uma instância que abriga pessoas de todas nacionalidades, etnias, formatos de corpos, gêneros, neurodivergentes, de identidades e orientações sexuais diversas.",https://mastodon.com.br/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,2023,126.0
guitar.rodeo,https://guitar.rodeo,"For electric guitar, guitar pedal, synth, makers and enthusiasts.",https://prod-244acc89-mastodon-c3813414-bucket.s3.fr-par.scw.cloud/site_uploads/files/000/000/001/@1x/5864d116fc11990f.png,1993,117.0
anticapitalist.party,https://anticapitalist.party,,https://anticapitalist.party/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,1957,70.0
swiss.social,https://swiss.social,"Grüezi! A server for nice people from Switzerland.
Diese Mastodon-Instanz wird betrieben vom Verein „swiss.social“ mit Sitz in Bern.",https://cdn.masto.host/swisssocial/site_uploads/files/000/000/007/@1x/fb7edf7bd1641da4.png,1941,582.0
fsmi.social,https://fsmi.social,,https://fsmi.social/media/3dd2190084dcacb3ddb7cc77d406521c4f573307ad0e0d0e7cefdae03ef2a950.png,1934,
mast.dragon-fly.club,https://mast.dragon-fly.club,这里是属于每一个人与众不同的岛屿，然而每座岛屿间却又紧密相连。来建设专属于你的岛屿吧！无论世界多么纷纷扰扰，这里总会有你所向往的一片宁静……,https://island-media.icu/site_uploads/files/000/000/006/@1x/f0aaa35a66d8a63f.png,1923,310.0
social.veraciousnetwork.com,https://social.veraciousnetwork.com,"Veracious Network hosted in central Ohio, US is comprised of folks interested in gaming, technology, science, and open source. 18+ content allowed (only with content warning included)",https://social.veraciousnetwork.com/system/site_uploads/files/000/000/001/@1x/070a53e9b1ca3b3c.png,1906,116.0
sunbeam.city,https://sunbeam.city,"Sunbeam City is a anticapitalist, antifascist solarpunk instance that is run collectively.",https://sunbeam.city/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,1892,112.0
tilde.zone,https://tilde.zone,"mastodon instance of the tildeverse, a collection of small public access *nix systems for collaboration, creativity, and socializing. a proud part of the small internet.",https://media.tilde.zone/system/site_uploads/files/000/000/001/@1x/f87ab5def4e7b3b7.png,1884,404.0
mastodon.cc,https://mastodon.cc,Mastodon for Art,https://s3-us-west-2.amazonaws.com/mastodon-cc/site_uploads/files/000/000/003/@1x/2ea76df0a3501282.png,1879,77.0
mastodon.gougere.fr,https://mastodon.gougere.fr,,https://mastodon-assets.gougere.fr/site_uploads/files/000/000/002/@1x/aae30708e97ef6b6.png,1871,98.0
historians.social,https://historians.social,Historians.social is open to all who are interested in history. ,https://media.historians.social/site_uploads/files/000/000/002/@1x/e28fb25701eef8eb.png,1850,378.0
mas.town,https://mas.town,"mas.town is a social media alternative focused on robust and responsible public dialogue. All information hosted in the USA and housed on AWS for data security, privacy, and resiliency. ",https://bucket-mastown.s3.us-east-1.amazonaws.com/site_uploads/files/000/000/002/@1x/df0238e1a02bf4c4.png,1845,197.0
mstdn.osaka,https://mstdn.osaka,,https://storage.googleapis.com/mstdn-osaka/site_uploads/files/000/000/001/original/background-photo.png,1840,43.0
ani.work,https://ani.work,"This is Aniwork Network, which aims to discuss animation.
We welcome animations from all over the world. (Maintained by Elysia Root L.C.)",https://cdn.ani.work/site_uploads/files/000/000/005/@1x/7f5efa4e1c6e897f.png,1838,111.0
kemonodon.club,https://kemonodon.club,ケモ好きが集まってまったりするどん,https://kemonodon.club/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,1825,358.0
kurry.social,https://kurry.social,"한국 퍼리(수인) 모두를 위한 마스토돈 서버, kurry(k-furry)입니다! 퍼리(수인)에 관심이 있거나 퍼리(수인)이신 분들, 퍼슈터분들 모두 환영합니다!",https://cdn01.kurry.gallery/site_uploads/files/000/000/003/@1x/f0cbefc3a0fb23d4.png,1825,131.0
mastodon.org.uk,https://mastodon.org.uk,General purpose mastodon instance,https://mastodon.org.uk/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,1821,226.0
social.coop,https://social.coop,"A Fediverse instance for people interested in cooperative and collective projects. If you are interested in joining our community, please apply at https://wiki.social.coop/registration-form.html.",https://social.coop/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,1820,437.0
friendica.eskimo.com,https://friendica.eskimo.com,Friendica.Eskimo.Com is a public service of Eskimo North https://www.eskimo.com/,https://friendica.eskimo.com/images/friendica-banner.jpg,1813,
mastorol.es,https://mastorol.es,Una instancia para la comunidad hispana de juegos de rol y juegos de mesa.,https://media.mastorol.es/mastorol/site_uploads/files/000/000/004/@1x/2bf28b074ec6cad2.png,1809,179.0
mastodon.juggler.jp,https://mastodon.juggler.jp,日本語で楽しめるMastodonサーバを提供しています。,https://m1j.zzz.ac/site_uploads/files/000/000/001/@1x/6f06b912bd963e28.png,1808,74.0
hometech.social,https://hometech.social,"HomeTech.Social — Your friendly home on the fediverse for all things home automation, all on a platform that is community-owned and ad-free.",https://assets.hometech.social/site_uploads/files/000/000/001/@1x/687559a209996b78.png,1808,143.0
photodn.net,https://photodn.net,"写真やカメラ関係の マストドン 日本国内インスタンスです(TwitterライクなSNSサービス)
サービスオープンから5年半経過しました。",https://photodn.net/system/site_uploads/files/000/000/004/@1x/78b9d248e8a8b901.png,1799,108.0
mstdn.io,https://mstdn.io,,https://media.mstdn.io/mstdn-media/site_uploads/files/000/000/002/@1x/86f6fcce8df28776.png,1794,519.0
hcommons.social,https://hcommons.social,hcommons.social is a microblogging network supporting scholars and practitioners across the humanities and around the world.,https://spaces.hcommons.social/site_uploads/files/000/000/011/@1x/479f0a1636fd5b87.png,1794,493.0
romancelandia.club,https://romancelandia.club,A place for readers and writers of romance.,https://romancelandia.club/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,1793,233.0
mapstodon.space,https://mapstodon.space,"Mapstodon.space is a gathering space for cartography & geospatial professionals and enthusiasts. Ask questions, share your maps, chat around, enjoy the emojis!",https://cdn.masto.host/mapstodonspace/site_uploads/files/000/000/005/@1x/aa7b3632f23eb751.png,1776,336.0
seaofog.com,https://seaofog.com,雾海是一个开放且不限制讨论主题的非营利性中文社区，名字来源于德国浪漫主义画家 Friedrich 的画作《雾海上的旅人》。生活总是在雾海中吞吐不定，不管怎么艰辛，他还是站在了这里！希望大家在这里玩的开心~,https://seaofog.com/packs/media/images/preview-5df98290371ead9a70bc3cd4733bbfa7.jpg,1767,
venera.social,https://venera.social,"venera.social 🍀 – your stellar home in fediverse. You can communicate with people from all over the fediverse network, connect your Twitter and follow RSS/Atom feeds. A reasonable selection of add-ons is available. The server is located in Helsinki, Finland, Earth. Friendly humans welcome!",https://venera.social/images/friendica-banner.jpg,1764,
paquita.masto.host,https://paquita.masto.host,"Esta es una instancia feminista, antifascista, antirracista y LGTBIQ-friendly que lucha activamente contra el acoso a sus usuarios y usuarias en todas sus formas, explícitas e implícitas.",https://paquita.masto.host/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,1754,559.0
mstdn.dk,https://mstdn.dk,"Danish Mastodon server.
New users welcome.
Toots in Danish/English.
Federated with other Danish servers.
Focus on stability and security.
Hosted on bare metal Kubernetes in the EU.",https://mstdn.dk/storage/site_uploads/files/000/000/002/@1x/2458941a2cf936d0.png,1742,195.0
awoo.space,https://awoo.space,"Awoo.space is a Mastodon instance where members can rely on a team of moderators to help resolve conflict, and limits federation with other instances using a specific access list to minimize abuse.</p>
<p>While mature content is allowed here, we strongly believe in being able to choose to engage with content on your own terms, so please make sure to put mature and potentially sensitive content behind the CW feature with enough description that people know what it's about.</p>
<p>Before signing up, please read <a href=/terms>our community guidelines</a>. While it's a very broad swath of topics it covers, please do your best! We believe that as long as you're putting forth genuine effort to limit harm you might cause – even if you haven't read the document – you'll be okay!",https://media.awoo.space/awoospace/site_uploads/files/000/000/002/original/awoospacefrontart-small.png,1732,194.0
cliq.buzz,https://cliq.buzz,"Pixelfed is an image sharing platform, an ethical alternative to centralized platforms.",https://cliq.buzz/storage/headers/default.jpg,1720,
spore.social,https://spore.social,A community platform for justice and action.,https://spore.social/system/site_uploads/files/000/000/002/@1x/2481170441e60f34.png,1713,421.0
ai.wiki,https://ai.wiki,"Decentralized Censorship Proof Social Media, Built By Small Business For Small Business",https://ai.wiki/system/site_uploads/files/000/000/001/@1x/5941ae99949935b6.png,1699,223.0
vkl.world,https://vkl.world,"Першы беларускамоўны сервер у сеціве Mastodon. Размовы з тымі, хто разумее 😏
Server only for Belarusian-language users.
",https://s3-eu-central-1.amazonaws.com/vklworld/site_uploads/files/000/000/002/@1x/034a7c3804534449.png,1698,177.0
id.cc,https://id.cc,,https://id.cc/system/site_uploads/files/000/000/001/original/logo.png,1687,
twiukraine.com,https://twiukraine.com,"Український Mastodon для біженців з Twitterу. Twiukraine twiukraine.com
Щоб додати посилання сюди з Твіттеру, використовуйте https://gotwu.me/@twiukraine/109523576844900640",https://twiukraine.com/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,1680,200.0
ping-pong-sandbox.herokuapp.com,https://ping-pong-sandbox.herokuapp.com,,https://ping-pong-sandbox.herokuapp.com/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,1679,
woof.group,https://woof.group,We're a Mastodon instance for LGBTQ+ leather people. Come say hi!,https://files.woof.group/site_uploads/files/000/000/003/@1x/209c8ce2f118489f.png,1666,622.0
mastodon.pirateparty.be,https://mastodon.pirateparty.be,,https://mastodon.pirateparty.be/system/site_uploads/files/000/000/001/@1x/8a8f9c051e6b88e4.png,1662,60.0
toolboxtalk.tech,https://toolboxtalk.tech,"Mastodon server focused on solar power and battery tech, EV's and smart energy management.",https://files.toolboxtalk.tech/site_uploads/files/000/000/002/@1x/f80236584d6543a4.png,1661,45.0
otoya.space,https://otoya.space,音楽に関連するようななにかを作ったりしているような人と、このドメインが気に入った人のためのインスタンスです。,https://objects.otoya.space/site_uploads/files/000/000/001/@1x/1a485041-552c-4a0f-87c9-165908125631.png,1652,41.0
gametoots.de,https://gametoots.de,German and English Mastodon server for gamers and streamers. Actively moderated and administrated. Hosted at Telehouse Frankfurt with 10 Gbit/s connection.,https://gametoots.de/system/site_uploads/files/000/000/001/@1x/a4540bbaeea6d334.png,1644,100.0
shared.graphics,https://shared.graphics,"Pixelfed is an image sharing platform, an ethical alternative to centralized platforms.",https://shared.graphics/storage/headers/default.jpg,1638,
aleph.land,https://aleph.land,A small island of the fediverse. א,https://aleph.land/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,1636,50.0
mastodon.ml,https://mastodon.ml,"Русскоязычный сервер социальной сети Mastodon. Зона общения, свободная от рекламы и шпионажа, теперь и на русском языке.",https://mastodon.ml/packs/media/images/preview-6399aebd96ccf025654e2977454f168f.png,1635,522.0
blob.cat,https://blob.cat,,https://blob.cat/instance/thumbnail.jpeg,1630,
arvr.social,https://arvr.social,"arvr.social was started as a place where people that are interested in AR/VR can exchange information.
However, anyone is welcome to join and post :-)",https://s3.amazonaws.com/arvr-mastodon/site_uploads/files/000/000/001/@1x/67b6bf0fc920cbf3.png,1628,105.0
shakedown.social,https://shakedown.social,A community for live music fans with roots in the jam scene. Shakedown Social is run by a team of volunteers (led by @clifff and @sethadam1) and funded by donations.,https://files.shakedown.social/site_uploads/files/000/000/001/@1x/567578f04b813fc1.png,1621,565.0
